word,frequency
mcmahon,1
wpo,1
jonathan,5
vineyard,6
wilesti,1
warrested,1
whis,1
hovering,1
paused,1
hiked,1
darius,2
alford,1
alfords,2
wvictim,1
varnell,1
wilsonbrown,1
taylorb,2
victimamira,1
abdul,1
traceone,1
arrestedjohnathan,1
chambersbm,1
tyedwritten,1
prisoner,4
interiewee,1
couches,3
occurances,1
stiltner,2
injuried,1
cervix,1
mcneely,1
narratiuev,1
reviewcomplete,1
takencall,1
vicsusp,1
correctcall,1
prochaskasusp,1
wsusp,1
attnycall,1
backleft,1
dcfsvic,1
motheradvised,1
jerlstromrefer,1
folows,1
rapeexceptiomal,1
investigtaive,1
refered,1
belmont,1
vormelker,2
wifevictim,1
husbandoffender,1
obrien,5
stomped,1
puching,1
unconsious,1
violencefelonious,1
assaultvandalismarrest,1
documenting,1
application,1
lashleyh,3
lashley,3
dooley,1
bellemy,1
chaney,4
glennis,1
flunder,10
shakey,1
christian,1
pcf,4
gm,3
balaka,3
samaritan,1
examinedv,1
blaha,1
titlekidnaprapesupplement,1
tavano,1
llth,1
resultsv,1
consultedv,1
pendingv,1
assaultshootingrapeconfinement,2
graylin,2
woody,6
bloodied,2
eliot,2
amputated,2
reverend,2
conrad,2
assaultheld,2
maxine,2
satterwhite,8
bornfeld,4
rocco,3
sketch,8
stoppers,2
larkins,6
commanders,4
mcgerk,2
davenport,2
wendell,2
satterwhites,2
marcovich,2
archives,4
markovic,2
familial,2
excluded,2
withshooting,1
oncurb,1
assistedby,1
ownvehicles,1
ofthe,1
shootingand,1
prattstephanie,1
lamontier,4
blame,1
smelling,1
perfume,1
pinpoint,1
locatebroadcast,1
requestedform,1
patrolman,22
echols,2
larkin,2
nikolai,2
przybylski,2
chargelieutenant,1
handwritten,7
unreadable,26
tage,1
cumming,2
fadeon,2
latly,1
rapearrestto,3
burglaryrapefelonious,3
assaultgrand,1
vehicleviolation,2
orderdomestic,2
trated,1
incur,1
oicrfs,1
violencegrand,1
tiffanie,1
checkbook,1
bureauunit,1
blackshire,1
pierce,2
familer,1
sling,1
nicholes,2
suggest,1
filar,1
directing,2
bartos,6
restarted,2
nw,2
helen,6
fiancée,4
somich,2
retracted,2
finns,2
tooth,5
peace,1
estella,1
roosevelt,2
bumped,2
mount,15
thoma,2
mcewen,1
delete,1
complaintcancel,2
herring,2
automobilekendall,2
tracie,2
eches,2
stevers,2
corboy,2
furdescription,1
dolon,2
blackmale,1
hilt,1
withblk,1
bleached,2
wprmis,1
kempton,8
appprox,1
maleuch,2
maleore,2
powerful,2
prepeatedly,1
siani,1
obtan,1
talley,6
harriett,2
suss,1
uninjured,2
margin,2
ress,1
daleon,2
sarcastic,2
infil,1
inclined,1
preble,3
rise,1
hesitated,4
crowbar,1
crow,2
startgetting,1
tiler,1
unitlieutenant,3
describing,1
pickher,1
hanger,1
blank,1
eitcl,1
notifieddetective,1
reportnarrative,1
priscilla,1
winnick,1
riverestates,1
mann,1
pennsylvania,3
durham,16
ashtabula,3
formica,2
charlene,1
wing,1
specks,1
deloris,1
hatchback,1
sudduth,4
leasing,1
assaultkidnappingrapefelonious,2
soundbound,1
crane,2
maleasturbate,1
hayward,2
jamaal,3
cumba,1
highland,2
brookside,2
guess,6
acquaintances,2
addict,2
zant,2
digit,1
paces,1
bucks,1
invesleads,1
bergdetective,1
craigcar,1
fogg,2
victimgot,1
inez,1
chucky,2
reebok,1
beehive,3
suspectex,1
comthe,1
investiwas,1
shane,7
santo,1
gurnsey,1
nelda,1
docket,1
mcpikeassigned,1
maleary,1
overgrown,2
trail,1
avoidance,1
doyle,1
marcusmace,1
schuchart,1
ltsaccany,1
detwalton,1
halloween,3
instant,1
facebook,1
peabodys,1
garys,1
departmentdropping,1
fells,1
costume,1
mccafferty,1
susdrove,1
ais,1
disrupting,1
concentration,1
conhome,1
glenn,2
funk,2
cherrios,1
yearmakemodel,1
restricted,1
bikini,3
ejacuon,1
schikowski,1
konicezkowski,1
vivians,1
circling,1
proto,1
pumpkin,1
vehiproceeded,1
susmale,1
marlboro,1
packs,1
bumps,2
lightpossibly,1
swore,1
husky,1
ginley,2
acuntil,1
misc,4
kramer,1
marcella,1
mcintosh,1
continential,2
candles,1
trippin,2
collaborated,1
tomba,3
shutnik,2
luman,1
antjuan,1
lathon,1
suspectsarrests,4
clay,2
borsuk,2
nakaji,1
motherstated,1
mound,1
stoppingat,1
hotels,1
ramada,3
offers,1
dread,1
tanktop,1
shirtnamed,1
rental,1
ocean,1
potocar,1
arrestsd,1
neider,1
oscar,1
deleon,1
rapekidnappingarrestnamed,1
rapekidnappingarrestcancel,1
clubbing,2
ry,2
suspectunfounded,2
valiums,2
pleasant,1
barbecue,1
weeds,1
growing,1
lesuer,1
massengale,1
carmicle,1
schoolyard,2
magic,3
annable,1
galliger,1
birk,1
assaultendanger,1
goetz,2
teenage,1
sergeantcar,1
ronrico,1
necessity,1
cognized,1
fulledup,1
ariving,1
repenetrated,4
thje,1
clo,2
dro,1
pped,1
disconnect,2
decent,3
blast,3
retard,3
liefe,1
relfased,1
execution,1
cleandp,1
dressedclothed,2
pr,1
overgrowth,2
startle,2
elsewhere,2
dew,2
brightly,2
kidnappingraperobberycancel,1
bclcodis,1
recei,1
ved,1
clumes,1
byarse,3
incarsmated,1
mansfiew,1
institution,2
lala,2
bunkbed,2
damien,2
jacked,2
hospitalrespectfully,1
excepted,2
apples,2
weights,2
gulley,2
notifiedno,1
respectfullypatrol,1
gentlemalean,1
maleove,1
kudesh,1
ezzo,1
farringdon,1
hotsheet,1
craige,2
mentionmale,1
stepdaughter,1
ganaway,2
devin,2
specimen,3
mcconnell,3
maledeceased,1
gaul,1
mcpikeunit,1
romowup,2
vts,2
kiessmannocitycievelandohus,1
addunknown,1
sustold,1
vicfor,1
tryto,1
thee,1
colt,1
barefoot,1
ound,1
fotr,1
earn,2
theyll,2
gavalya,4
icwest,2
stouges,2
platform,1
foreman,1
hasam,1
prowestbound,1
sabre,2
suckerbite,2
snacked,2
upward,2
dirando,2
brois,2
bettsey,2
miklethun,2
erbs,18
northland,2
tracing,2
withholding,2
composure,1
francowiak,1
avedirectly,1
indian,2
screeching,1
lester,1
catalpa,1
fences,1
juerlstrom,1
heads,4
nonexistent,1
brandished,2
semiautomobile,1
lyle,4
discussing,1
victimized,1
shepler,1
landings,1
dejulius,1
ks,1
enterprise,1
expire,1
bearfield,34
arbor,4
ronny,8
undershirt,2
reuse,4
ashuin,2
bearfields,2
robertwilliams,2
lakeshoreast,1
befriended,1
courtdale,1
katana,1
wolfe,3
burgeon,1
shutting,3
songs,1
bolt,1
moses,6
grandm,1
consesnual,2
alaisa,1
lifetime,1
secluded,4
tute,2
parkgate,1
pierpont,1
ruin,1
devorek,1
pirinelli,2
mapped,1
leo,1
candle,2
twine,2
maleood,1
unsecure,1
furtherinvestigative,1
goddamn,2
durhams,2
vsdlsoliciting,2
prostitutioncontraband,2
burglaryrapekidnapping,1
quinell,1
assaultsuspect,1
victimtelephone,1
harassmentnamed,1
josephine,3
davido,1
spanky,3
lockedin,1
parkhurst,1
almira,1
montnero,1
liking,2
crawling,2
silvia,4
kirvil,2
suspectadditional,2
harber,1
sheperd,1
belvin,4
grimsby,2
holler,2
sugarmanlake,2
residential,2
revco,4
ink,1
kidnappingrobberyrapeexceptional,1
kidnaprapeassaultnamed,1
lindsay,3
blackmons,1
blackmon,1
cantan,1
kidnappingrapeassaultsupplement,1
benedictis,1
arch,1
paging,1
lallathin,1
scan,1
serial,1
accounts,2
atlanta,1
colemansent,1
cardasking,1
fenwick,1
prefix,1
malearshall,1
hargett,1
tnr,1
kleic,1
goto,1
mothanswered,1
mcbride,1
mondo,2
kingkennedy,1
multiunit,1
camisole,2
teddi,1
sheer,1
skort,2
skirtshorts,1
combination,1
relaxing,1
fixed,1
volunteered,1
replace,2
ttmap,1
readrapecleanup,1
gayles,18
visitors,2
richelle,4
matovsek,2
rapearrests,2
harry,12
bobo,14
langford,10
lagarda,6
rashawn,2
lankford,2
scullin,4
carsouth,2
gambling,2
gayle,4
fortunato,2
suspectslangfordrayshawnbobo,2
collegeast,2
blades,2
stone,6
irrationally,2
accidents,1
switchblade,1
mcglaun,1
automobiles,1
wmq,1
wmg,1
cosidered,1
jlavelle,1
consequences,2
cipo,4
multiagency,2
mckeever,4
corrupof,1
retain,1
hardy,10
cherullo,4
explanation,2
gotty,24
goldy,2
classmate,2
rides,2
nottingham,2
landmarks,2
dull,2
avenueast,2
figueira,2
robberycleveland,1
violencekidnapburglary,1
writstatement,1
clairat,1
moaning,1
tugaeon,1
pasted,1
factories,1
ya,2
bye,1
levi,3
bystander,1
enteringkidnappingagg,1
crouch,1
slumped,1
rapeaggrobberybreaking,1
enteringkidnapping,1
rapt,1
austin,12
fairmont,2
overheat,2
poking,3
faucet,2
scraped,2
lesbian,4
busch,4
hoes,2
junkies,2
reversed,2
nodded,2
centralfairmont,2
pigvolet,2
seventeen,2
bushy,2
oneill,2
tnvestigation,2
faith,1
tabernacle,1
examining,1
juniorblack,1
hairbrown,1
grafton,1
rakes,1
shovels,1
tarp,1
rectangular,1
lightening,1
mortal,1
combat,1
fifty,1
rapetrauma,1
vickey,2
broadcasts,1
background,2
stiffed,2
keterer,2
tshirtlight,1
octavia,5
boutros,1
constance,1
complaintlaintunfounded,1
sherese,1
paleechka,1
burglarykidnappingrapepossession,2
dangerous,3
ordinance,2
disabilitygun,1
confiscationarrest,1
crytzer,1
dallas,3
waterloo,3
hostage,1
trafalgar,2
riddles,1
notaro,1
sweats,1
dufflelike,1
mouthed,1
ensure,1
chamber,1
tamura,2
kilpatrick,2
ordinancesarrest,1
je,4
westropp,2
larger,2
loving,2
kluth,2
bellomy,2
koch,2
loughregistered,2
corinne,2
corky,2
petey,10
korboi,2
jamestown,4
blevins,2
jennys,2
peteys,2
arabic,2
halfanhour,2
snack,2
kirtland,2
joints,2
ampitheater,2
tickle,4
bandanna,2
braces,2
smart,2
vest,2
amongst,4
wrappers,2
pocketed,2
unwashed,2
mcqueter,1
dexter,1
intecourse,1
nonconsenu,1
sherwin,2
installer,2
rapenssupplement,2
initative,1
nonconsensual,1
sondra,2
affirmative,1
recollections,1
injuring,1
jovanna,3
caressing,1
griffiths,1
conditional,1
blatant,1
acknowledgement,1
openly,1
flaunting,1
affair,1
pediatrics,3
maleain,1
camalepus,1
maleetropolitan,1
incidentcrime,1
feingold,3
kikis,1
kiki,1
unsubstantiated,2
existed,1
difference,1
laroy,1
sweetney,4
stealing,2
recanted,3
weaver,1
eligable,1
compensation,1
hosopital,1
vback,1
madessn,1
dsp,11
arv,11
clr,11
ota,4
stndyby,1
standby,1
withms,1
sts,1
akinast,1
aveeast,1
rubbers,1
bosela,1
diabetic,1
abovementioned,2
sharilyn,2
keiser,2
blanchi,1
detec,1
tives,1
oiclieut,1
silhouette,1
sc,1
sids,1
kingdco,1
ovaries,1
higginbotham,2
payphoneast,1
duke,1
buttons,5
mertus,4
unstable,3
unexpectedly,2
medications,4
specifics,2
instability,2
sackett,2
grid,2
vegaastrid,1
disp,2
domest,2
ucr,3
bias,2
subcode,3
kingdanielle,1
ethnicity,3
offenseincident,6
shelfter,1
exercise,1
stastes,1
delinger,1
pst,1
villie,1
rails,1
interviewer,1
distinguishable,1
twan,2
clinical,2
assaultrape,4
shazzan,6
bunner,7
lomack,12
crumb,2
swallowing,2
panzone,2
mcclardon,2
scaled,2
kidnappers,2
pounded,2
rawbottom,2
thea,2
drexmore,2
kovacic,2
shakemergency,2
westerband,2
welts,2
nadya,2
pavlova,2
burglarytheftrape,1
birmingham,2
meadows,1
alabama,1
valeries,1
cherly,2
lexoton,2
cec,2
raperobbery,2
glasse,2
dcoc,2
thefts,2
pastry,2
trays,2
register,8
surprised,2
powered,4
mcgaha,2
krejsa,2
krejsas,2
goloft,2
ackley,2
athletic,2
league,2
maleat,2
najarin,2
wishing,2
maleansfield,2
docs,2
portage,2
shemergency,1
roomis,1
meal,1
mayflower,2
adamantly,1
goff,5
sixteen,1
pondering,2
storethere,2
paramedic,2
duo,2
kidnaprapeaggravated,2
assaultcutting,2
slashed,2
becomes,2
talia,2
bicentennial,3
sternly,1
foundling,1
populated,1
somaleething,1
sony,1
haburjak,1
gribec,1
habujak,1
bold,1
parkton,4
informaleed,1
streetigate,1
renees,2
thanked,2
hallways,1
nowakoski,1
mondos,1
luice,1
beards,1
kidnappingrapeaggrobbery,1
robberyclean,1
lous,6
uhrina,4
basil,6
samale,2
claira,2
kuhn,2
maleulscatello,2
holbert,4
pietrick,2
masan,4
statistical,2
hildebrechat,2
sevenup,2
ogt,2
rodger,2
shares,2
roger,104
slade,12
officials,2
thirteen,2
rudoulph,2
sladeast,2
swabbing,2
swabpositive,2
smear,3
squirming,2
mature,2
tonys,2
pear,1
arnardy,1
opinion,1
complaintnon,1
unity,1
tierea,1
pu,3
vigorously,1
carmella,4
fbs,3
vogue,3
gholston,9
mbs,1
koscisuzko,1
hairblk,1
eyesbrn,1
seaway,1
htsoh,1
describednot,1
beltnot,1
wills,6
chocked,1
hunch,1
forces,1
stoop,2
grandbaby,1
tussling,1
slims,2
intimate,1
shooter,1
camella,1
ville,2
givner,2
reportings,1
scarvelli,1
ltitn,1
lulu,1
nth,1
uhl,1
naahli,1
anu,1
unuhhhb,1
vilifi,1
lumflieu,1
ictims,1
lamalepkin,1
ju,1
lajwn,1
lw,1
ulmaleeall,1
jubt,1
maleiaymaleu,1
cabn,1
llinmnntaki,1
lampktn,1
htm,1
johionsonsherry,1
dditional,1
leanupcleanupcleanupycleanup,1
lanfhlthib,1
thunt,1
fuuch,1
fuuket,1
jauhtl,1
frit,1
ablivt,1
fhufthx,1
wuiuh,1
avis,1
onferredx,1
wanti,1
buchana,1
kehrk,2
kehr,2
karyn,2
recvd,1
starbucks,3
socialize,3
clouded,3
spoint,1
elliote,3
lorence,3
evidende,3
evan,1
locationfront,1
fabricidentified,2
unittagged,1
warrent,2
embarrassed,4
worley,4
permitting,2
patrolwoman,4
cushler,3
pinkey,2
craddock,1
addresslocation,1
kneel,3
condemn,1
obeyed,1
zipping,1
cuff,4
calf,2
team,2
barnett,2
caitlin,32
rhiannon,14
chinterview,12
intervieweeala,12
assuring,2
chintala,2
supporting,2
peekaboo,2
whistled,2
hyperventilating,2
donnel,2
draggedcarried,2
autos,2
helpknocking,2
behaving,2
simply,4
ryder,2
expected,2
moyers,2
danford,1
overfield,1
schzoprenia,1
maiden,2
branch,3
jeovah,1
burglaryrapeexceptional,1
starvridis,2
iulliani,2
marcin,2
pioneer,2
handsnails,2
tender,2
smells,2
palmer,1
childers,4
griffing,1
cx,1
harolds,1
bridgettes,1
stiffing,1
confronting,1
ecm,1
beaded,2
tamike,2
kaisemergency,2
sumerhauer,4
solicitingprostitution,2
birthdays,2
phonenone,2
possibleession,2
drugspossible,2
cuyahogaprobation,2
ptlholstein,2
jumper,14
cables,16
coe,2
liberndi,2
sentencein,1
conveyedfaxed,2
assaultrapearrestclean,4
sorenson,16
southwestf,2
villager,2
dranse,30
streetmale,2
lenhart,20
southwestmale,2
berretta,2
juper,2
barretta,12
lionheart,6
ihte,2
janien,2
antler,2
whenever,4
unproductive,2
fruitless,2
linheart,2
musty,2
chrisaint,2
streetopher,2
rez,4
whimpered,2
nikeyta,1
confessed,1
naikeyta,41
romon,37
lavant,23
roachs,2
romans,1
roach,3
romons,3
lavants,1
lemecka,6
popo,2
naikeytas,1
drapers,5
kidshotline,1
abc,1
sonnia,1
auntguardian,1
kadel,2
maleatter,1
kwan,2
janea,1
unregistered,1
schuler,1
jeniece,1
womack,4
cargile,1
maynard,4
garber,1
clearer,1
conveniences,1
fitzgerald,6
rowe,4
newspapers,2
trustworthy,1
groping,1
baltic,2
tyrkas,1
merle,1
dorning,1
thief,1
pruchased,1
bluebrown,1
kidnapingrapenarcotics,1
abusecocaine,1
medicals,1
aries,1
courtwright,1
lured,2
manic,2
adhd,2
intelligence,2
teachemergency,2
intemergency,2
roomview,2
prosecuted,2
andersontonisha,3
millerthomase,2
uk,1
prsnl,1
weap,1
nonhispan,1
clothefur,1
rfoj,2
prp,2
bin,2
registratn,1
ofcr,20
leftwants,1
univemergency,2
roomsity,2
kidnappingsuspect,1
unknownnfil,1
georgic,1
burglaryrapetheft,1
darnella,6
solomon,4
lg,3
jf,1
finney,2
burgon,1
kwikset,1
sech,1
mccann,1
rettina,1
burglaryfelonious,1
terri,1
hover,1
hurted,1
rou,1
manman,7
whack,1
honeydale,8
meneer,1
mamie,1
rogan,1
kitner,1
burgrapearrestjuv,3
nataya,8
audobon,2
shardes,2
sherita,5
sharde,6
natayas,2
cameron,1
incorrigible,1
fingernail,3
scrapings,1
permanente,1
burke,2
lakefront,1
planes,1
trains,1
assaultkidnappingrape,1
confinement,2
thurman,4
conscious,1
accord,1
fender,1
kenton,1
impact,1
witnessing,1
char,1
bellanch,1
latson,1
szenger,1
cykman,1
knable,1
witnessobserved,1
collided,1
magyar,1
homw,1
patria,1
royal,1
morsee,2
iterria,1
furthr,1
soory,1
behavoiral,1
hoemale,1
reporing,1
ilterria,1
kellyreporting,1
reenactment,1
tthe,1
hyman,1
penitration,1
cotkidnappingrape,1
tiffeny,1
corn,2
remy,2
yoda,4
scooge,6
recollection,2
kidnappingrapesexual,1
insulted,1
infromed,1
serio,1
hopper,39
bettydennis,1
bartrom,1
delivering,1
laces,2
distributed,1
gingell,1
sears,4
stadium,2
billfold,1
attach,1
rowbothem,1
sumner,1
centerphoto,1
sunmer,1
bolivar,1
wigington,2
vh,1
furthemergency,1
roomed,1
volkman,1
maleet,1
balint,1
karafa,1
sawed,1
arlene,7
neilbalson,2
mccullaugh,1
bilant,2
elde,1
donlin,1
oliva,1
havier,2
kumdtz,1
assaultconfinement,4
stecz,4
cplatoon,2
solid,2
boardup,2
patientvictim,2
socket,2
mcgervey,1
ingle,2
connectionwith,1
weremet,1
nina,1
preventing,1
thom,1
relaxer,1
tammisaar,2
identities,1
samira,26
paragraph,2
continuation,1
plow,1
shalonda,2
marcia,7
daycare,1
periods,1
mistreated,1
commented,1
summarized,1
opposed,1
shannons,3
nino,1
mercedes,2
topic,1
clarified,1
motive,1
delores,8
pearlsanders,1
defense,1
trip,1
overhear,1
metroclark,1
dealers,1
victimsame,6
samiras,1
callerid,1
volatile,1
sarita,1
santa,1
unapproachable,1
xx,2
click,2
tearful,1
sholonda,1
affixed,1
horses,1
chip,1
xxx,1
jetta,1
brosky,1
scare,2
helmet,2
alberta,8
raglin,6
tattooed,2
bean,2
dictate,2
intersections,2
peanut,6
madame,2
monicabf,2
kidnappingcompelling,2
prostitutionfelonious,2
ragland,6
stodges,2
tacoma,2
boscome,2
oj,1
gsinsjustice,1
assign,1
golson,6
shaneja,1
jacquetta,3
boodle,1
boodie,1
damella,2
mothersame,1
grandma,3
tiptoes,1
marcuss,1
dealt,1
typewritten,17
hairbrn,2
emphasis,1
lakes,1
writeup,1
elderlyns,2
montgomerie,12
illucid,2
pacifier,10
montgomeries,4
harasses,2
racheid,2
montgomery,22
sammie,4
bunkered,2
adamant,4
juanitasame,2
alcoa,2
dine,10
ebner,4
psychiatry,4
kermal,4
isolation,16
lermed,2
juanitas,2
gowns,2
sedated,2
merit,2
bizub,2
patients,1
celexa,2
milligrams,2
vulnerable,2
tybuszek,2
weekly,4
jg,2
geraldine,8
bethea,14
allens,6
portions,2
betheas,2
contradictions,2
noticeable,2
voids,2
englewood,2
scooted,2
mias,4
contrast,2
mcelhenny,2
weams,2
mattemergency,3
troyan,3
maletes,3
nissan,3
sentra,3
tyburski,6
prescribed,6
gombert,6
terazocin,3
sostre,15
dido,3
mari,3
burkey,6
russo,3
momma,2
reaction,1
brinker,2
penman,2
helpful,1
darts,6
attracted,2
urging,2
lst,4
duane,19
wicky,3
woo,6
inspected,1
throbbing,1
friedlander,1
determining,1
scooter,13
demeanor,1
span,1
deshawn,5
addressbrother,1
noised,1
scooters,1
kakim,1
winky,3
wiggling,1
robinsons,1
kara,2
pamper,2
herrick,1
cara,2
invitation,1
speedys,2
parra,2
lunn,2
replayed,2
ghni,2
colston,2
rumbling,2
draws,2
guesses,2
firearmrape,2
malek,2
schwon,2
derron,2
moss,2
spends,2
babysitters,8
hague,2
painful,2
imprint,2
jesses,2
della,2
shire,2
baldovino,4
principle,1
othberg,1
brewka,1
farone,1
cobbien,1
celic,1
fuentez,1
wegracki,1
rupanovic,1
braddy,2
mcgowen,1
cm,1
occ,1
parksuspect,1
winland,4
gi,1
mayview,9
davila,3
jermey,1
corr,1
preditor,1
fair,1
targe,1
chev,1
mayviewbroadview,1
askikng,1
supvisor,1
ml,5
eside,1
enr,4
plym,1
erving,1
hillsevring,1
scne,2
oks,1
scn,1
spain,1
loing,1
whi,1
bcst,1
trk,1
addrss,2
cked,1
surroundign,1
kiddie,3
drivthru,1
cking,1
tampa,1
buchwaldsandra,1
bakc,1
dups,1
enrt,1
houe,1
snc,1
bangin,1
cb,1
arrs,1
dup,1
eo,2
hairstod,1
southhillserving,1
impositionns,1
schramm,1
sale,1
shramm,1
grebac,1
windland,1
encompasses,1
cherekee,1
shoelace,2
longsleeve,1
daryl,1
acccompanied,1
assaultgross,2
woodhillmt,1
slatkovsky,1
mclemore,16
eager,1
johnnies,2
maleclemore,4
anns,2
shoppe,2
heros,5
magnum,1
hillman,1
avenuebroadway,1
taylors,3
gillombardos,1
retreated,1
murdered,1
sniping,1
snipe,1
lbc,2
abbreviation,1
officerc,1
smokin,2
hockey,1
mink,1
pens,2
inhale,1
butts,1
executing,1
cemetery,1
